annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
unknown,website,none,payment,unknown,TON,0.02301172244062702,0.9471240628045596,-0.007896229502291912,0.1321941604603481,-0.0008136219759839591,-1586.4798318139904,0
unknown,unknown,installed_app,payment | verification | login | download | none | unknown,none,unknown,-0.01809478758678727,0.9005124482809642,-0.06286648009234021,1.1160164227828442,0.002966459436645778,-296.18519566440415,0
unknown,unknown,none,payment,unknown,unknown,0.01871691268193525,-0.04305874113366717,0.742533845989608,0.9113254322256785,-0.0060476379375973156,-221.9932949604264,0
bank,email,none,payment,cyber_police,unknown,-0.0054278743361511434,0.8999088925409947,0.8563889616130547,0.8619251877405445,-0.002374698553905861,-1259.0476663922818,0
unknown,email,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,unknown,unknown,0.02696634665722282,-0.12251728999087257,0.022195644160474794,-0.07483921335137951,0.0028489375784572306,2408.93958703911,0
upi | card | bank | crypto | gift_card | unknown | none,sms,installed_app,none,none,unknown,0.0067686633380419775,0.9534402993355309,0.07384715553266616,1.0564948475230782,0.002461396978901472,780.7926322391097,1
unknown,social_media,clicked_link,transaction,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,-0.00939322688916959,0.9497615222137566,-0.006316912021650805,0.8792460546069409,0.00010013562107832142,984.230124764902,1
unknown,phone,clicked_link,payment,twitter,unknown,-0.008914364972962817,0.9944347595615135,0.9452843151213812,0.8812704429907089,-0.01326119983928054,-2322.315984013816,0
unknown,phone,none,none,company,unknown,0.0028063675360363105,-0.004732653748190586,-0.015500302255312735,0.9829864537042291,-0.004898440421377378,735.0032957075853,0
unknown,sms,sent_money,none,unknown,unknown,-0.00935658000947171,0.7857355785378254,-0.06101009359612781,0.8352687071141831,0.010268824796613922,-2078.662902628166,1
upi,social_media,sent_money,payment | verification | login | download | none | unknown,none,unknown,-0.018694183844935947,0.9582072701386809,0.6567058219695668,0.019328989746448096,0.007217046795638261,-1629.2010189384755,0
