annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
0,none,0,0,0,0,0,0,0,0,0,0,card,phone,installed_app,credits,bank_|_government_|_company_|_individual_|_none_|_unknown,synthetic,unknown,-0.03422229691883258,1.1469129334270396,0.7258263231376039,-0.036560128176945234,0.010085983357820757,166.58261625986145,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment,cyber_police,synthetic,USD,0.009181742917475966,0.9709001288296839,-0.006926213585858081,0.9070804789322292,0.007485419615078177,-2287.9697042655,1
0,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,none,unknown,unknown,synthetic,unknown,0.03077102355071295,0.05515563945979452,0.030257005655391245,0.06026348069545784,-0.007859486963527968,1975.8450289251298,0
0,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,website,none,payment,none,synthetic,unknown,0.017857137878248074,-0.04142197350744751,0.8355791099636256,-0.031656002354227206,0.008519078026481537,1263.6158788021064,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,none,phishing,unknown,synthetic,unknown,0.007641382926019223,0.8835834807221128,-0.06137354632624525,-0.04516104151692611,0.00036710957698542283,-685.6810067374039,0
0,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,phone,utilize,none,individual,synthetic,unknown,-0.02213246309068089,0.1516505589344269,1.1312295056970125,0.04302390738969053,-0.006913682951203807,-1293.170771969779,1
0,none,0,0,0,0,0,0,0,0,0,0,upi,sms,changed_password,none,none,synthetic,unknown,0.004158643986650525,-0.14341839487950112,-0.02940842862282642,0.009701842348204013,0.010514949197370284,-1956.6958854693414,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,clicked_link,payment,bank_|_government_|_company_|_individual_|_none_|_unknown,synthetic,unknown,-0.009610527486593048,-0.15761781544879522,-0.030663079400335972,1.0636171466765805,0.005953117221920349,-4409.774850695098,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,unknown,sent_money,none,none,synthetic,unknown,0.004503571440539642,-0.09441403377793937,-0.07216682409364222,-0.07706662635678715,0.00264739905275919,1678.835333359304,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,email,clicked_link,payment,unknown,synthetic,INR,-0.03316451906331994,1.2730510958047756,0.07543065771650255,1.0323496198404525,-0.003919564838170955,-746.0406589810113,1
